week,value,parameter,percentile,paper
32.0,0.00010636963857585442,BPD_FL,5,Roberts (1985)
33.0,0.00010395645367763427,BPD_FL,5,Roberts (1985)
34.0,9.789541107095071e-5,BPD_FL,5,Roberts (1985)
35.0,0.00011324180388646762,BPD_FL,5,Roberts (1985)
36.0,0.00010096029803662389,BPD_FL,5,Roberts (1985)
37.0,0.00011580074794307647,BPD_FL,5,Roberts (1985)
38.0,0.00012802163675007164,BPD_FL,5,Roberts (1985)
39.0,0.0001176576923567308,BPD_FL,5,Roberts (1985)
40.0,0.00012676412418846474,BPD_FL,5,Roberts (1985)
41.0,8.159364126212245e-5,BPD_FL,5,Roberts (1985)
42.0,0.00011460348987754407,BPD_FL,5,Roberts (1985)
43.0,0.0006604362358094944,BPD_FL,5,Roberts (1985)
44.0,0.0002888905250380646,BPD_FL,5,Roberts (1985)
10.0,-0.00020165881238150813,BPD_HC,5,Roberts (1985)
11.0,-0.0001496572527829187,BPD_HC,5,Roberts (1985)
12.0,0.0004249737443969936,BPD_HC,5,Roberts (1985)
13.0,0.00023544592228945572,BPD_HC,5,Roberts (1985)
14.0,-3.290324770093177e-5,BPD_HC,5,Roberts (1985)
15.0,0.00011848038990949415,BPD_HC,5,Roberts (1985)
16.0,0.00019271187856238406,BPD_HC,5,Roberts (1985)
17.0,0.00018054190640213628,BPD_HC,5,Roberts (1985)
18.0,3.198404082113365e-5,BPD_HC,5,Roberts (1985)
19.0,4.8413134500785196e-5,BPD_HC,5,Roberts (1985)
20.0,0.00020497542410168276,BPD_HC,5,Roberts (1985)
21.0,0.0002566915062002907,BPD_HC,5,Roberts (1985)
22.0,0.0002704572083070854,BPD_HC,5,Roberts (1985)
23.0,0.00023405555210552134,BPD_HC,5,Roberts (1985)
24.0,0.00022976041559894103,BPD_HC,5,Roberts (1985)
25.0,0.0002497617566446462,BPD_HC,5,Roberts (1985)
26.0,0.0002417001787711474,BPD_HC,5,Roberts (1985)
27.0,0.0002859422491777436,BPD_HC,5,Roberts (1985)
28.0,0.00028738504863543165,BPD_HC,5,Roberts (1985)
29.0,0.00029423895129859,BPD_HC,5,Roberts (1985)
30.0,0.0003120855173634094,BPD_HC,5,Roberts (1985)
31.0,0.0003439452693799513,BPD_HC,5,Roberts (1985)
32.0,0.0003252229225727269,BPD_HC,5,Roberts (1985)
33.0,0.0003283140550546916,BPD_HC,5,Roberts (1985)
34.0,0.00032301456223665686,BPD_HC,5,Roberts (1985)
35.0,0.0003726595134276888,BPD_HC,5,Roberts (1985)
36.0,0.0003795898027369702,BPD_HC,5,Roberts (1985)
37.0,0.0004311859726828955,BPD_HC,5,Roberts (1985)
38.0,0.0004820543874767313,BPD_HC,5,Roberts (1985)
39.0,0.0004921868033167361,BPD_HC,5,Roberts (1985)
40.0,0.000548233910616123,BPD_HC,5,Roberts (1985)
41.0,0.0003542861387347917,BPD_HC,5,Roberts (1985)
42.0,0.00045763604989148383,BPD_HC,5,Roberts (1985)
43.0,0.00334401995230909,BPD_HC,5,Roberts (1985)
44.0,0.002510675234457751,BPD_HC,5,Roberts (1985)
10.0,-0.00015229137645123112,AC_FL,5,Roberts (1985)
11.0,-0.00010656602340175828,AC_FL,5,Roberts (1985)
12.0,0.0001719468795830605,AC_FL,5,Roberts (1985)
13.0,0.00014694391794306685,AC_FL,5,Roberts (1985)
14.0,-1.2034837550705113e-5,AC_FL,5,Roberts (1985)
15.0,0.00010470644053547614,AC_FL,5,Roberts (1985)
16.0,0.000148984178090334,AC_FL,5,Roberts (1985)
17.0,0.00015059691009702998,AC_FL,5,Roberts (1985)
18.0,1.8484572099779078e-5,AC_FL,5,Roberts (1985)
19.0,2.9466234143596922e-5,AC_FL,5,Roberts (1985)
20.0,0.0001696641360445498,AC_FL,5,Roberts (1985)
21.0,0.0001691818041957119,AC_FL,5,Roberts (1985)
22.0,0.00017719030461676722,AC_FL,5,Roberts (1985)
23.0,0.00014998131243174043,AC_FL,5,Roberts (1985)
24.0,0.00015320803196420846,AC_FL,5,Roberts (1985)
25.0,0.0001519821902131757,AC_FL,5,Roberts (1985)
26.0,0.00014713977100223226,AC_FL,5,Roberts (1985)
27.0,0.0001715575341428003,AC_FL,5,Roberts (1985)
28.0,0.00017237581456795034,AC_FL,5,Roberts (1985)
29.0,0.00014070402090481067,AC_FL,5,Roberts (1985)
30.0,0.0001789323307914434,AC_FL,5,Roberts (1985)
31.0,0.0001581092540583027,AC_FL,5,Roberts (1985)
32.0,0.0001516360104004525,AC_FL,5,Roberts (1985)
33.0,0.0001450308849986865,AC_FL,5,Roberts (1985)
34.0,0.00013985165714690346,AC_FL,5,Roberts (1985)
35.0,0.00016383279820486238,AC_FL,5,Roberts (1985)
36.0,0.0001389822205281718,AC_FL,5,Roberts (1985)
37.0,0.00015919649209845951,AC_FL,5,Roberts (1985)
38.0,0.000156428050225069,AC_FL,5,Roberts (1985)
39.0,0.00014766826903785829,AC_FL,5,Roberts (1985)
40.0,0.000167164985562354,AC_FL,5,Roberts (1985)
41.0,0.00014094687975977737,AC_FL,5,Roberts (1985)
42.0,0.00018520861102051722,AC_FL,5,Roberts (1985)
43.0,0.00045163744869184026,AC_FL,5,Roberts (1985)
44.0,0.00010366708126277199,AC_FL,5,Roberts (1985)
10.0,-0.00017084563244732239,AC_HC,5,Roberts (1985)
11.0,-0.00011554067186522227,AC_HC,5,Roberts (1985)
12.0,0.0007519353608716039,AC_HC,5,Roberts (1985)
13.0,0.00031937614331111055,AC_HC,5,Roberts (1985)
14.0,-8.271415179499291e-6,AC_HC,5,Roberts (1985)
15.0,0.00021424158776201188,AC_HC,5,Roberts (1985)
16.0,0.0003119141931675161,AC_HC,5,Roberts (1985)
17.0,0.0002670042612123726,AC_HC,5,Roberts (1985)
18.0,5.595355549565726e-5,AC_HC,5,Roberts (1985)
19.0,8.919089195593144e-5,AC_HC,5,Roberts (1985)
20.0,0.00031505399400717717,AC_HC,5,Roberts (1985)
21.0,0.0003542596445760803,AC_HC,5,Roberts (1985)
22.0,0.00036925837119811404,AC_HC,5,Roberts (1985)
23.0,0.00033470613920073166,AC_HC,5,Roberts (1985)
24.0,0.00034166661548404694,AC_HC,5,Roberts (1985)
25.0,0.0003658106739506543,AC_HC,5,Roberts (1985)
26.0,0.00035557348729751644,AC_HC,5,Roberts (1985)
27.0,0.00041029838049696534,AC_HC,5,Roberts (1985)
28.0,0.0004283882850266959,AC_HC,5,Roberts (1985)
29.0,0.00040859802572478844,AC_HC,5,Roberts (1985)
30.0,0.0004574602301756299,AC_HC,5,Roberts (1985)
31.0,0.000461771056728363,AC_HC,5,Roberts (1985)
32.0,0.00045364276198938,AC_HC,5,Roberts (1985)
33.0,0.00045839789978829496,AC_HC,5,Roberts (1985)
34.0,0.00045442114949650376,AC_HC,5,Roberts (1985)
35.0,0.0005344067691044114,AC_HC,5,Roberts (1985)
36.0,0.0005128364636994079,AC_HC,5,Roberts (1985)
37.0,0.0005987772856568332,AC_HC,5,Roberts (1985)
38.0,0.0006001968292099244,AC_HC,5,Roberts (1985)
39.0,0.0006129156452842057,AC_HC,5,Roberts (1985)
40.0,0.0007061177127638381,AC_HC,5,Roberts (1985)
41.0,0.0005899286141330523,AC_HC,5,Roberts (1985)
42.0,0.0007188996285166641,AC_HC,5,Roberts (1985)
43.0,0.002290248300448401,AC_HC,5,Roberts (1985)
44.0,0.0009269959749661693,AC_HC,5,Roberts (1985)
10.0,0.00010954647567472744,FL_HC,5,Roberts (1985)
11.0,0.0001287879767834347,FL_HC,5,Roberts (1985)
12.0,0.0004925353914433509,FL_HC,5,Roberts (1985)
13.0,0.0004110023336859421,FL_HC,5,Roberts (1985)
14.0,0.00017291806144818957,FL_HC,5,Roberts (1985)
15.0,0.00027948453731909724,FL_HC,5,Roberts (1985)
16.0,0.00033826499223394064,FL_HC,5,Roberts (1985)
17.0,0.0003106870011532469,FL_HC,5,Roberts (1985)
18.0,0.0001680762426530097,FL_HC,5,Roberts (1985)
19.0,0.0001682403143004681,FL_HC,5,Roberts (1985)
20.0,0.0003215253691545783,FL_HC,5,Roberts (1985)
21.0,0.00033025632871740753,FL_HC,5,Roberts (1985)
22.0,0.0003322960359737697,FL_HC,5,Roberts (1985)
23.0,0.00028464754391465557,FL_HC,5,Roberts (1985)
24.0,0.00027815057545521263,FL_HC,5,Roberts (1985)
25.0,0.00028263246085641553,FL_HC,5,Roberts (1985)
26.0,0.0002486090011253919,FL_HC,5,Roberts (1985)
27.0,0.00028090172589875025,FL_HC,5,Roberts (1985)
28.0,0.0002718421154114285,FL_HC,5,Roberts (1985)
29.0,0.00025525658001502715,FL_HC,5,Roberts (1985)
30.0,0.0002706312648281114,FL_HC,5,Roberts (1985)
31.0,0.0002590640202674127,FL_HC,5,Roberts (1985)
32.0,0.0002406817280211243,FL_HC,5,Roberts (1985)
33.0,0.00022789326827655292,FL_HC,5,Roberts (1985)
34.0,0.00022588527753427255,FL_HC,5,Roberts (1985)
35.0,0.0002424179355078985,FL_HC,5,Roberts (1985)
36.0,0.00022433420405781716,FL_HC,5,Roberts (1985)
37.0,0.0002477478596193389,FL_HC,5,Roberts (1985)
38.0,0.00025484506209323823,FL_HC,5,Roberts (1985)
39.0,0.000238239034732674,FL_HC,5,Roberts (1985)
40.0,0.0002761037914081438,FL_HC,5,Roberts (1985)
41.0,0.0001989614780509181,FL_HC,5,Roberts (1985)
42.0,0.0002523584499304007,FL_HC,5,Roberts (1985)
43.0,0.0009336883614994925,FL_HC,5,Roberts (1985)
44.0,0.0003022357390593692,FL_HC,5,Roberts (1985)
10.0,0.24196584756277795,BPD_T,5,Roberts (1985)
11.0,0.22706616992043974,BPD_T,5,Roberts (1985)
12.0,0.19390814154988684,BPD_T,5,Roberts (1985)
13.0,0.1850888973933946,BPD_T,5,Roberts (1985)
14.0,0.20298649889479217,BPD_T,5,Roberts (1985)
15.0,0.18428616484705548,BPD_T,5,Roberts (1985)
16.0,0.1877366810607883,BPD_T,5,Roberts (1985)
17.0,0.18744319437992604,BPD_T,5,Roberts (1985)
18.0,0.18450301556552648,BPD_T,5,Roberts (1985)
19.0,0.17846722495601963,BPD_T,5,Roberts (1985)
20.0,0.1760438186202856,BPD_T,5,Roberts (1985)
21.0,0.17885265946718526,BPD_T,5,Roberts (1985)
22.0,0.17427630444197037,BPD_T,5,Roberts (1985)
23.0,0.17982149627112573,BPD_T,5,Roberts (1985)
24.0,0.17844076996780617,BPD_T,5,Roberts (1985)
25.0,0.17156788977484733,BPD_T,5,Roberts (1985)
26.0,0.17834234013454,BPD_T,5,Roberts (1985)
27.0,0.18184570762864108,BPD_T,5,Roberts (1985)
28.0,0.17650686598864457,BPD_T,5,Roberts (1985)
29.0,0.1678273206169383,BPD_T,5,Roberts (1985)
30.0,0.1738943510474897,BPD_T,5,Roberts (1985)
31.0,0.1681374471340462,BPD_T,5,Roberts (1985)
32.0,0.16666135333844623,BPD_T,5,Roberts (1985)
33.0,0.16661258158000913,BPD_T,5,Roberts (1985)
34.0,0.16054655681557015,BPD_T,5,Roberts (1985)
35.0,0.15412158148428207,BPD_T,5,Roberts (1985)
36.0,0.14973740475779487,BPD_T,5,Roberts (1985)
37.0,0.1415457453020254,BPD_T,5,Roberts (1985)
38.0,0.1375093518410323,BPD_T,5,Roberts (1985)
39.0,0.13736830134945435,BPD_T,5,Roberts (1985)
40.0,0.1395886283459085,BPD_T,5,Roberts (1985)
41.0,0.13629601674221709,BPD_T,5,Roberts (1985)
42.0,0.13512837451076215,BPD_T,5,Roberts (1985)
43.0,0.10806186153258245,BPD_T,5,Roberts (1985)
44.0,0.07804256607009799,BPD_T,5,Roberts (1985)
10.0,0.32410791729970917,AC_T,5,Roberts (1985)
11.0,0.3043323861412421,AC_T,5,Roberts (1985)
12.0,0.30253040897019906,AC_T,5,Roberts (1985)
13.0,0.299351583319345,AC_T,5,Roberts (1985)
14.0,0.3055191056184822,AC_T,5,Roberts (1985)
15.0,0.33367091526266096,AC_T,5,Roberts (1985)
16.0,0.329557100813534,AC_T,5,Roberts (1985)
17.0,0.3352592936100191,AC_T,5,Roberts (1985)
18.0,0.3585174922908654,AC_T,5,Roberts (1985)
19.0,0.372521776097219,AC_T,5,Roberts (1985)
20.0,0.37438078586272355,AC_T,5,Roberts (1985)
21.0,0.3694474072993344,AC_T,5,Roberts (1985)
22.0,0.38461578616356923,AC_T,5,Roberts (1985)
23.0,0.39358756333517775,AC_T,5,Roberts (1985)
24.0,0.40308634050082687,AC_T,5,Roberts (1985)
25.0,0.4066299125043062,AC_T,5,Roberts (1985)
26.0,0.4133432636980341,AC_T,5,Roberts (1985)
27.0,0.4053525917319306,AC_T,5,Roberts (1985)
28.0,0.42640352653294805,AC_T,5,Roberts (1985)
29.0,0.4400086651234075,AC_T,5,Roberts (1985)
30.0,0.42974874282067527,AC_T,5,Roberts (1985)
31.0,0.4516455006463268,AC_T,5,Roberts (1985)
32.0,0.4491309172908635,AC_T,5,Roberts (1985)
33.0,0.4534432779199591,AC_T,5,Roberts (1985)
34.0,0.465885632329438,AC_T,5,Roberts (1985)
35.0,0.48335059072742736,AC_T,5,Roberts (1985)
36.0,0.4911709844542835,AC_T,5,Roberts (1985)
37.0,0.503617508040137,AC_T,5,Roberts (1985)
38.0,0.5128627979184217,AC_T,5,Roberts (1985)
39.0,0.5184774135786018,AC_T,5,Roberts (1985)
40.0,0.5038941551124766,AC_T,5,Roberts (1985)
41.0,0.5333394256827406,AC_T,5,Roberts (1985)
42.0,0.504403640865011,AC_T,5,Roberts (1985)
43.0,0.5389043443368271,AC_T,5,Roberts (1985)
44.0,0.6596362382170161,AC_T,5,Roberts (1985)
10.0,0.06044321428774618,FL_T,5,Roberts (1985)
11.0,0.10638390457147846,FL_T,5,Roberts (1985)
12.0,0.20037794622652877,FL_T,5,Roberts (1985)
13.0,0.22093063120341475,FL_T,5,Roberts (1985)
14.0,0.22194151169906046,FL_T,5,Roberts (1985)
15.0,0.221688162243783,FL_T,5,Roberts (1985)
16.0,0.22731691567113846,FL_T,5,Roberts (1985)
17.0,0.2181837028092333,FL_T,5,Roberts (1985)
18.0,0.21050646601032422,FL_T,5,Roberts (1985)
19.0,0.20071851782281613,FL_T,5,Roberts (1985)
20.0,0.2081158617153379,FL_T,5,Roberts (1985)
21.0,0.20572466425709088,FL_T,5,Roberts (1985)
22.0,0.2038246148693189,FL_T,5,Roberts (1985)
23.0,0.19506017503810474,FL_T,5,Roberts (1985)
24.0,0.17992556625177014,FL_T,5,Roberts (1985)
25.0,0.1850239887971925,FL_T,5,Roberts (1985)
26.0,0.17903751619713468,FL_T,5,Roberts (1985)
27.0,0.17957321007591046,FL_T,5,Roberts (1985)
28.0,0.1672485290497655,FL_T,5,Roberts (1985)
29.0,0.16643583861528002,FL_T,5,Roberts (1985)
30.0,0.1643367977888175,FL_T,5,Roberts (1985)
31.0,0.16341285098631284,FL_T,5,Roberts (1985)
32.0,0.1624232258452608,FL_T,5,Roberts (1985)
33.0,0.16403501995211545,FL_T,5,Roberts (1985)
34.0,0.1571603071135428,FL_T,5,Roberts (1985)
35.0,0.15031452758873498,FL_T,5,Roberts (1985)
36.0,0.1488275063865744,FL_T,5,Roberts (1985)
37.0,0.15038936451636484,FL_T,5,Roberts (1985)
38.0,0.15580643161663463,FL_T,5,Roberts (1985)
39.0,0.15020790139324272,FL_T,5,Roberts (1985)
40.0,0.15130884361231112,FL_T,5,Roberts (1985)
41.0,0.13680033420277493,FL_T,5,Roberts (1985)
42.0,0.14561116963111223,FL_T,5,Roberts (1985)
43.0,0.21467049503228855,FL_T,5,Roberts (1985)
44.0,0.1939795283464238,FL_T,5,Roberts (1985)
10.0,0.3735845480882114,HC_T,5,Roberts (1985)
11.0,0.36236828662735504,HC_T,5,Roberts (1985)
12.0,0.3057848954055333,HC_T,5,Roberts (1985)
13.0,0.29636490140741645,HC_T,5,Roberts (1985)
14.0,0.26998138782804937,HC_T,5,Roberts (1985)
15.0,0.2615615133723854,HC_T,5,Roberts (1985)
16.0,0.2569380442046674,HC_T,5,Roberts (1985)
17.0,0.2605689384551141,HC_T,5,Roberts (1985)
18.0,0.24708456038388948,HC_T,5,Roberts (1985)
19.0,0.24897386466466973,HC_T,5,Roberts (1985)
20.0,0.2430488346079263,HC_T,5,Roberts (1985)
21.0,0.24770913588002658,HC_T,5,Roberts (1985)
22.0,0.23906339757941242,HC_T,5,Roberts (1985)
23.0,0.23312261147572866,HC_T,5,Roberts (1985)
24.0,0.2401438535556716,HC_T,5,Roberts (1985)
25.0,0.23840686633668154,HC_T,5,Roberts (1985)
26.0,0.23087224300847023,HC_T,5,Roberts (1985)
27.0,0.23502683998570256,HC_T,5,Roberts (1985)
28.0,0.23165297165754098,HC_T,5,Roberts (1985)
29.0,0.22743355975459942,HC_T,5,Roberts (1985)
30.0,0.2338952283379307,HC_T,5,Roberts (1985)
31.0,0.21869597426569365,HC_T,5,Roberts (1985)
32.0,0.2235993485589485,HC_T,5,Roberts (1985)
33.0,0.21772133500410704,HC_T,5,Roberts (1985)
34.0,0.21817078936238465,HC_T,5,Roberts (1985)
35.0,0.21421752379451214,HC_T,5,Roberts (1985)
36.0,0.2121736899687482,HC_T,5,Roberts (1985)
37.0,0.20659196671987742,HC_T,5,Roberts (1985)
38.0,0.19604796412701428,HC_T,5,Roberts (1985)
39.0,0.19616718203982664,HC_T,5,Roberts (1985)
40.0,0.2076686673040163,HC_T,5,Roberts (1985)
41.0,0.195507161112703,HC_T,5,Roberts (1985)
42.0,0.21718591336716503,HC_T,5,Roberts (1985)
43.0,0.14786422683769548,HC_T,5,Roberts (1985)
44.0,0.07358800787452188,HC_T,5,Roberts (1985)
10.0,0.2420023796752687,BPD,95,Roberts (1985)
11.0,0.22706498024433266,BPD,95,Roberts (1985)
12.0,0.19317741892111842,BPD,95,Roberts (1985)
13.0,0.18447765779094244,BPD,95,Roberts (1985)
14.0,0.2028369859222175,BPD,95,Roberts (1985)
15.0,0.18383233449202016,BPD,95,Roberts (1985)
16.0,0.18716701355082507,BPD,95,Roberts (1985)
17.0,0.18687063862699715,BPD,95,Roberts (1985)
18.0,0.18427940462657463,BPD,95,Roberts (1985)
19.0,0.17821986254822114,BPD,95,Roberts (1985)
20.0,0.17543078921912628,BPD,95,Roberts (1985)
21.0,0.17819317738214,BPD,95,Roberts (1985)
22.0,0.1735999453112848,BPD,95,Roberts (1985)
23.0,0.17921052613056132,BPD,95,Roberts (1985)
24.0,0.17782292187117246,BPD,95,Roberts (1985)
25.0,0.1709585567862302,BPD,95,Roberts (1985)
26.0,0.17771035698460183,BPD,95,Roberts (1985)
27.0,0.18114463498787092,BPD,95,Roberts (1985)
28.0,0.17580138408762822,BPD,95,Roberts (1985)
29.0,0.1671993690145894,BPD,95,Roberts (1985)
30.0,0.1731707688706975,BPD,95,Roberts (1985)
31.0,0.16742208121673005,BPD,95,Roberts (1985)
32.0,0.1659737624888466,BPD,95,Roberts (1985)
33.0,0.16591782633608818,BPD,95,Roberts (1985)
34.0,0.15989127128118216,BPD,95,Roberts (1985)
35.0,0.1533739551581574,BPD,95,Roberts (1985)
36.0,0.1490486025811989,BPD,95,Roberts (1985)
37.0,0.1407818057785938,BPD,95,Roberts (1985)
38.0,0.13672188416639383,BPD,95,Roberts (1985)
39.0,0.13658890386708836,BPD,95,Roberts (1985)
40.0,0.138755941509466,BPD,95,Roberts (1985)
41.0,0.13560079288262342,BPD,95,Roberts (1985)
42.0,0.1343152695845728,BPD,95,Roberts (1985)
43.0,0.1052232133225459,BPD,95,Roberts (1985)
44.0,0.07660705182744412,BPD,95,Roberts (1985)
10.0,0.32414665514620183,AC,95,Roberts (1985)
11.0,0.3043237181516131,AC,95,Roberts (1985)
12.0,0.3008120530419847,AC,95,Roberts (1985)
13.0,0.29838204848348254,AC,95,Roberts (1985)
14.0,0.30533052127524263,AC,95,Roberts (1985)
15.0,0.3329956482189053,AC,95,Roberts (1985)
16.0,0.3286788847262501,AC,95,Roberts (1985)
17.0,0.3344522506571446,AC,95,Roberts (1985)
18.0,0.3581841783498444,AC,95,Roberts (1985)
19.0,0.37213262471749503,AC,95,Roberts (1985)
20.0,0.37347555718684683,AC,95,Roberts (1985)
21.0,0.3684199351086609,AC,95,Roberts (1985)
22.0,0.38355500865888525,AC,95,Roberts (1985)
23.0,0.3926140118653603,AC,95,Roberts (1985)
24.0,0.4021056604344237,AC,95,Roberts (1985)
25.0,0.40561013792643025,AC,95,Roberts (1985)
26.0,0.41231682003511483,AC,95,Roberts (1985)
27.0,0.4042007750312979,AC,95,Roberts (1985)
28.0,0.4252239081569397,AC,95,Roberts (1985)
29.0,0.43886920920108907,AC,95,Roberts (1985)
30.0,0.4285087894342051,AC,95,Roberts (1985)
31.0,0.4503508808797992,AC,95,Roberts (1985)
32.0,0.44787708715219204,AC,95,Roberts (1985)
33.0,0.452167475447028,AC,95,Roberts (1985)
34.0,0.46464440410524116,AC,95,Roberts (1985)
35.0,0.4819239623829511,AC,95,Roberts (1985)
36.0,0.48978089047398227,AC,95,Roberts (1985)
37.0,0.5020482610326367,AC,95,Roberts (1985)
38.0,0.5112264217654814,AC,95,Roberts (1985)
39.0,0.5168084396731982,AC,95,Roberts (1985)
40.0,0.5020530972262768,AC,95,Roberts (1985)
41.0,0.5318689293870689,AC,95,Roberts (1985)
42.0,0.5026682757249114,AC,95,Roberts (1985)
43.0,0.5314968257540273,AC,95,Roberts (1985)
44.0,0.6551081380191244,AC,95,Roberts (1985)
10.0,0.06037435777222407,FL,95,Roberts (1985)
11.0,0.10628614572390578,FL,95,Roberts (1985)
12.0,0.19922199870326093,FL,95,Roberts (1985)
13.0,0.22004591420588465,FL,95,Roberts (1985)
14.0,0.22169660372093922,FL,95,Roberts (1985)
15.0,0.22111617940890999,FL,95,Roberts (1985)
16.0,0.22658174300158618,FL,95,Roberts (1985)
17.0,0.21748556204186342,FL,95,Roberts (1985)
18.0,0.2101886822869257,FL,95,Roberts (1985)
19.0,0.20038205049987787,FL,95,Roberts (1985)
20.0,0.20737535239533939,FL,95,Roberts (1985)
21.0,0.204911416946517,FL,95,Roberts (1985)
22.0,0.20299205204341758,FL,95,Roberts (1985)
23.0,0.19433733835320066,FL,95,Roberts (1985)
24.0,0.17921360221734997,FL,95,Roberts (1985)
25.0,0.18429652547280953,FL,95,Roberts (1985)
26.0,0.17835416177556368,FL,95,Roberts (1985)
27.0,0.17879484968248718,FL,95,Roberts (1985)
28.0,0.16648324231029485,FL,95,Roberts (1985)
29.0,0.16569567156293308,FL,95,Roberts (1985)
30.0,0.1635506165416147,FL,95,Roberts (1985)
31.0,0.1626103373444381,FL,95,Roberts (1985)
32.0,0.16166886332870162,FL,95,Roberts (1985)
33.0,0.16329560470655743,FL,95,Roberts (1985)
34.0,0.1564344993952122,FL,95,Roberts (1985)
35.0,0.14950763251612148,FL,95,Roberts (1985)
36.0,0.14804628532263533,FL,95,Roberts (1985)
37.0,0.14952048892203898,FL,95,Roberts (1985)
38.0,0.1548685414420938,FL,95,Roberts (1985)
39.0,0.1492894666535398,FL,95,Roberts (1985)
40.0,0.15028796911718498,FL,95,Roberts (1985)
41.0,0.13609105552309553,FL,95,Roberts (1985)
42.0,0.144724138173085,FL,95,Roberts (1985)
43.0,0.2096734625499511,FL,95,Roberts (1985)
44.0,0.1908320489079655,FL,95,Roberts (1985)
10.0,0.3734817638877772,HC,95,Roberts (1985)
11.0,0.3622423471711958,HC,95,Roberts (1985)
12.0,0.3042391512201964,HC,95,Roberts (1985)
13.0,0.2953881952930049,HC,95,Roberts (1985)
14.0,0.26973177254086567,HC,95,Roberts (1985)
15.0,0.26087494382896675,HC,95,Roberts (1985)
16.0,0.25605254188941684,HC,95,Roberts (1985)
17.0,0.25976149235211327,HC,95,Roberts (1985)
18.0,0.24675864627492122,HC,95,Roberts (1985)
19.0,0.24860613304882315,HC,95,Roberts (1985)
20.0,0.24215861760987206,HC,95,Roberts (1985)
21.0,0.24677244244451124,HC,95,Roberts (1985)
22.0,0.23810350933682928,HC,95,Roberts (1985)
23.0,0.2322736962226362,HC,95,Roberts (1985)
24.0,0.23928942384658225,HC,95,Roberts (1985)
25.0,0.2375312312067811,HC,95,Roberts (1985)
26.0,0.23004725259486428,HC,95,Roberts (1985)
27.0,0.23408826746387087,HC,95,Roberts (1985)
28.0,0.23070568971682276,HC,95,Roberts (1985)
29.0,0.2265551553771246,HC,95,Roberts (1985)
30.0,0.23291831082759973,HC,95,Roberts (1985)
31.0,0.21774818135862423,HC,95,Roberts (1985)
32.0,0.2226866718921975,HC,95,Roberts (1985)
33.0,0.21682631188675294,HC,95,Roberts (1985)
34.0,0.21728616776395335,HC,95,Roberts (1985)
35.0,0.2132116015419883,HC,95,Roberts (1985)
36.0,0.21123421055812755,HC,95,Roberts (1985)
37.0,0.2055247419065402,HC,95,Roberts (1985)
38.0,0.19497638655711005,HC,95,Roberts (1985)
39.0,0.19511041620067476,HC,95,Roberts (1985)
40.0,0.20646149674882408,HC,95,Roberts (1985)
41.0,0.19451521608972677,HC,95,Roberts (1985)
42.0,0.21597748717780396,HC,95,Roberts (1985)
43.0,0.14414015058565774,HC,95,Roberts (1985)
44.0,0.07222056180987615,HC,95,Roberts (1985)
10.0,-0.0001553210483117301,BPD_AC,95,Roberts (1985)
11.0,-0.00011189345023665194,BPD_AC,95,Roberts (1985)
12.0,0.0002603806132992789,BPD_AC,95,Roberts (1985)
13.0,0.00017014331753271948,BPD_AC,95,Roberts (1985)
14.0,-9.772053840831847e-6,BPD_AC,95,Roberts (1985)
15.0,0.0001273950846742079,BPD_AC,95,Roberts (1985)
16.0,0.00017075535540241106,BPD_AC,95,Roberts (1985)
17.0,0.00017491938535280974,BPD_AC,95,Roberts (1985)
18.0,4.876355363866094e-5,BPD_AC,95,Roberts (1985)
19.0,6.54065654689708e-5,BPD_AC,95,Roberts (1985)
20.0,0.00020048547854204074,BPD_AC,95,Roberts (1985)
21.0,0.00023564894146975608,BPD_AC,95,Roberts (1985)
22.0,0.0002450338098294777,BPD_AC,95,Roberts (1985)
23.0,0.00023310711992927956,BPD_AC,95,Roberts (1985)
24.0,0.00024010155838226406,BPD_AC,95,Roberts (1985)
25.0,0.00024356385746586402,BPD_AC,95,Roberts (1985)
26.0,0.00027351326020125087,BPD_AC,95,Roberts (1985)
27.0,0.00029802999580123325,BPD_AC,95,Roberts (1985)
28.0,0.0003128589217033667,BPD_AC,95,Roberts (1985)
29.0,0.00028550076672774656,BPD_AC,95,Roberts (1985)
30.0,0.000329205620640043,BPD_AC,95,Roberts (1985)
31.0,0.0003493141694567309,BPD_AC,95,Roberts (1985)
32.0,0.00033873321514094984,BPD_AC,95,Roberts (1985)
33.0,0.0003566570933918489,BPD_AC,95,Roberts (1985)
34.0,0.00033268522779005753,BPD_AC,95,Roberts (1985)
35.0,0.00039031610853975914,BPD_AC,95,Roberts (1985)
36.0,0.0003719723233040273,BPD_AC,95,Roberts (1985)
37.0,0.00041673740290402306,BPD_AC,95,Roberts (1985)
